zeme;datum;pocet
Algeria;2020-01-24;    0
Algeria;2020-01-25;    0
Algeria;2020-01-26;    0
Algeria;2020-01-27;    0
Algeria;2020-01-28;    0
Algeria;2020-01-29;    0
Algeria;2020-01-30;    0
Algeria;2020-01-31;    0
Algeria;2020-02-01;    0
Algeria;2020-02-02;    0
Algeria;2020-02-03;    0
Algeria;2020-02-04;    0
Algeria;2020-02-05;    0
Algeria;2020-02-06;    0
Algeria;2020-02-07;    0
Algeria;2020-02-08;    0
Algeria;2020-02-09;    0
Algeria;2020-02-10;    0
Algeria;2020-02-11;    0
Algeria;2020-02-12;    0
Algeria;2020-02-13;    0
Algeria;2020-02-14;    0
Algeria;2020-02-15;    0
Algeria;2020-02-16;    0
Algeria;2020-02-17;    0
Algeria;2020-02-18;    0
Algeria;2020-02-19;    0
Algeria;2020-02-20;    0
Algeria;2020-02-21;    0
Algeria;2020-02-22;    0
Algeria;2020-02-23;    0
Algeria;2020-02-24;    0
Algeria;2020-02-25;    1
Algeria;2020-02-26;    1
Algeria;2020-02-27;    1
Algeria;2020-02-28;    1
Algeria;2020-02-29;    1
Algeria;2020-03-01;    1
Algeria;2020-03-02;    3
Algeria;2020-03-03;    5
Algeria;2020-03-04;   12
Algeria;2020-03-05;   12
Algeria;2020-03-06;   17
Algeria;2020-03-07;   17
Algeria;2020-03-08;   19
Algeria;2020-03-09;   20
Algeria;2020-03-10;   20
Algeria;2020-03-11;   20
Algeria;2020-03-12;   24
Algeria;2020-03-13;   26
Algeria;2020-03-14;   37
Algeria;2020-03-15;   48
Algeria;2020-03-16;   54
Algeria;2020-03-17;   60
Croatia;2020-01-22;    0
Croatia;2020-01-23;    0
Croatia;2020-01-24;    0
Croatia;2020-01-25;    0
Croatia;2020-01-26;    0
Croatia;2020-01-27;    0
Croatia;2020-01-28;    0
Croatia;2020-01-29;    0
Croatia;2020-01-30;    0
Croatia;2020-01-31;    0
Croatia;2020-02-01;    0
Croatia;2020-02-02;    0
Croatia;2020-02-03;    0
Croatia;2020-02-04;    0
Croatia;2020-02-05;    0
Croatia;2020-02-06;    0
Croatia;2020-02-07;    0
Croatia;2020-02-08;    0
Croatia;2020-02-09;    0
Croatia;2020-02-10;    0
Croatia;2020-02-11;    0
Croatia;2020-02-12;    0
Croatia;2020-02-13;    0
Croatia;2020-02-14;    0
Croatia;2020-02-15;    0
Croatia;2020-02-16;    0
Croatia;2020-02-17;    0
Croatia;2020-02-18;    0
Croatia;2020-02-19;    0
Croatia;2020-02-20;    0
Croatia;2020-02-21;    0
Croatia;2020-02-22;    0
Croatia;2020-02-23;    0
Croatia;2020-02-24;    0
Croatia;2020-02-25;    1
Croatia;2020-02-26;    3
Croatia;2020-02-27;    3
Croatia;2020-02-28;    5
Croatia;2020-02-29;    6
Croatia;2020-03-01;    7
Croatia;2020-03-02;    7
Croatia;2020-03-03;    9
Croatia;2020-03-04;   10
Croatia;2020-03-05;   10
Croatia;2020-03-06;   11
Croatia;2020-03-07;   12
Croatia;2020-03-08;   12
Croatia;2020-03-09;   12
Croatia;2020-03-10;   14
Croatia;2020-03-11;   19
Croatia;2020-03-12;   19
Croatia;2020-03-13;   32
Croatia;2020-03-14;   38
Croatia;2020-03-15;   49
Croatia;2020-03-16;   57
Croatia;2020-03-17;   65
Switzerland;2020-01-22;    0
Switzerland;2020-01-23;    0
Switzerland;2020-01-24;    0
Switzerland;2020-01-25;    0
Switzerland;2020-01-26;    0
Switzerland;2020-01-27;    0
Switzerland;2020-01-28;    0
Switzerland;2020-01-29;    0
Switzerland;2020-01-30;    0
Switzerland;2020-01-31;    0
Switzerland;2020-02-01;    0
Switzerland;2020-02-02;    0
Switzerland;2020-02-03;    0
Switzerland;2020-02-04;    0
Switzerland;2020-02-05;    0
Switzerland;2020-02-06;    0
Switzerland;2020-02-07;    0
Switzerland;2020-02-08;    0
Switzerland;2020-02-09;    0
Switzerland;2020-02-10;    0
Switzerland;2020-02-11;    0
Switzerland;2020-02-12;    0
